num_folds,accuracy_mean,accuracy_std,auc_mean,auc_std,f1_macro_mean,f1_macro_std,fold_mean,fold_std,loss_mean,loss_std,num_cdan_target_mean,num_cdan_target_std,num_source_train_mean,num_source_train_std,num_test_mean,num_test_std,num_val_mean,num_val_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std
10,0.8261252446183953,0.021395873855784616,0.8892679713884007,0.02216826786542618,0.8239860575638172,0.021888212489661447,5.5,3.0276503540974917,0.8715927958488464,0.3185151900524891,364.6,0.5163977794943223,3281.4,0.5163977794943223,364.6,0.5163977794943223,0.0,0.0,0.8272400557230188,0.02158700535241707,0.8227458968936674,0.021981209182338222
