num_folds,corr_mean,corr_std,fold_mean,fold_std,loss_mean,loss_std,mae_mean,mae_std,num_cdan_target_mean,num_cdan_target_std,num_source_train_mean,num_source_train_std,num_test_mean,num_test_std,num_val_mean,num_val_std,r2_mean,r2_std,rmse_mean,rmse_std
10,0.7258291821829618,0.05585196439070124,5.5,3.0276503540974917,0.6890383978684743,0.05581723634527388,0.44463600162531663,0.0334397236379271,364.6,0.5163977794943223,3281.4,0.5163977794943223,364.6,0.5163977794943223,0.0,0.0,0.5003925946326502,0.08657401298981274,0.6890361120665439,0.05589005356644093
