num_folds,corr_mean,corr_std,fold_mean,fold_std,loss_mean,loss_std,mae_mean,mae_std,num_cdan_target_mean,num_cdan_target_std,num_source_train_mean,num_source_train_std,num_test_mean,num_test_std,num_val_mean,num_val_std,r2_mean,r2_std,rmse_mean,rmse_std
10,0.8487763608536671,0.03839967316760229,5.5,3.0276503540974917,1.4317710638046264,0.1807174000298257,1.0770336389543531,0.13191479997822655,88.6,0.5163977794943222,797.4,0.5163977794943223,88.6,0.5163977794943222,0.0,0.0,0.7106007598615328,0.06324017607982517,1.4317710558628278,0.18071740257633384
