num_folds,accuracy_mean,accuracy_std,auc_mean,auc_std,f1_macro_mean,f1_macro_std,fold_mean,fold_std,loss_mean,loss_std,num_cdan_target_mean,num_cdan_target_std,num_source_train_mean,num_source_train_std,num_test_mean,num_test_std,num_val_mean,num_val_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std
10,0.8047880490296221,0.04093731885928507,0.8845904954499495,0.027952420349236385,0.8040026761783201,0.041062218912432925,5.5,3.0276503540974917,0.5716790437698365,0.11448137851393612,88.6,0.5163977794943222,797.4,0.5163977794943223,88.6,0.5163977794943222,0.0,0.0,0.8107405499563025,0.04198896837982656,0.8054828109201214,0.04066062736092385
